Mod:Item:MetaData, Localized Name
spartanweaponry:throwing_axe_tin, item.spartanweaponry:throwing_axe_tin.name
spartanweaponry:javelin_tin, item.spartanweaponry:javelin_tin.name
spartanweaponry:boomerang_tin, item.spartanweaponry:boomerang_tin.name
spartanweaponry:battleaxe_tin, item.spartanweaponry:battleaxe_tin.name
spartanweaponry:mace_tin, item.spartanweaponry:mace_tin.name
spartanweaponry:glaive_tin, item.spartanweaponry:glaive_tin.name
spartanweaponry:staff_tin, item.spartanweaponry:staff_tin.name
spartanweaponry:dagger_bronze, item.spartanweaponry:dagger_bronze.name
spartanweaponry:longsword_bronze, item.spartanweaponry:longsword_bronze.name
spartanweaponry:katana_bronze, item.spartanweaponry:katana_bronze.name
spartanweaponry:saber_bronze, item.spartanweaponry:saber_bronze.name
spartanweaponry:rapier_bronze, item.spartanweaponry:rapier_bronze.name
spartanweaponry:greatsword_bronze, item.spartanweaponry:greatsword_bronze.name
spartanweaponry:hammer_bronze, item.spartanweaponry:hammer_bronze.name
spartanweaponry:warhammer_bronze, item.spartanweaponry:warhammer_bronze.name
spartanweaponry:spear_bronze, item.spartanweaponry:spear_bronze.name
spartanweaponry:halberd_bronze, item.spartanweaponry:halberd_bronze.name
spartanweaponry:pike_bronze, item.spartanweaponry:pike_bronze.name
spartanweaponry:lance_bronze, item.spartanweaponry:lance_bronze.name
spartanweaponry:longbow_bronze, item.spartanweaponry:longbow_bronze.name
spartanweaponry:crossbow_bronze, item.spartanweaponry:spartanweaponry:crossbow_bronze.name
spartanweaponry:throwing_knife_bronze, item.spartanweaponry:throwing_knife_bronze.name
spartanweaponry:throwing_axe_bronze, item.spartanweaponry:throwing_axe_bronze.name
spartanweaponry:javelin_bronze, item.spartanweaponry:javelin_bronze.name
spartanweaponry:boomerang_bronze, item.spartanweaponry:boomerang_bronze.name
spartanweaponry:battleaxe_bronze, item.spartanweaponry:battleaxe_bronze.name
spartanweaponry:mace_bronze, item.spartanweaponry:mace_bronze.name
spartanweaponry:glaive_bronze, item.spartanweaponry:glaive_bronze.name
spartanweaponry:staff_bronze, item.spartanweaponry:staff_bronze.name
spartanweaponry:dagger_steel, item.spartanweaponry:dagger_steel.name
spartanweaponry:longsword_steel, item.spartanweaponry:longsword_steel.name
spartanweaponry:katana_steel, item.spartanweaponry:katana_steel.name
spartanweaponry:saber_steel, item.spartanweaponry:saber_steel.name
spartanweaponry:rapier_steel, item.spartanweaponry:rapier_steel.name
spartanweaponry:greatsword_steel, item.spartanweaponry:greatsword_steel.name
spartanweaponry:hammer_steel, item.spartanweaponry:hammer_steel.name
spartanweaponry:warhammer_steel, item.spartanweaponry:warhammer_steel.name
spartanweaponry:spear_steel, item.spartanweaponry:spear_steel.name
spartanweaponry:halberd_steel, item.spartanweaponry:halberd_steel.name
spartanweaponry:pike_steel, item.spartanweaponry:pike_steel.name
spartanweaponry:lance_steel, item.spartanweaponry:lance_steel.name
spartanweaponry:longbow_steel, item.spartanweaponry:longbow_steel.name
spartanweaponry:crossbow_steel, item.spartanweaponry:spartanweaponry:crossbow_steel.name
spartanweaponry:throwing_knife_steel, item.spartanweaponry:throwing_knife_steel.name
spartanweaponry:throwing_axe_steel, item.spartanweaponry:throwing_axe_steel.name
spartanweaponry:javelin_steel, item.spartanweaponry:javelin_steel.name
spartanweaponry:boomerang_steel, item.spartanweaponry:boomerang_steel.name
spartanweaponry:battleaxe_steel, item.spartanweaponry:battleaxe_steel.name
spartanweaponry:mace_steel, item.spartanweaponry:mace_steel.name
spartanweaponry:glaive_steel, item.spartanweaponry:glaive_steel.name
spartanweaponry:staff_steel, item.spartanweaponry:staff_steel.name
spartanweaponry:dagger_silver, item.spartanweaponry:dagger_silver.name
spartanweaponry:longsword_silver, item.spartanweaponry:longsword_silver.name
spartanweaponry:katana_silver, item.spartanweaponry:katana_silver.name
spartanweaponry:saber_silver, item.spartanweaponry:saber_silver.name
spartanweaponry:rapier_silver, item.spartanweaponry:rapier_silver.name
spartanweaponry:greatsword_silver, item.spartanweaponry:greatsword_silver.name
spartanweaponry:hammer_silver, item.spartanweaponry:hammer_silver.name
spartanweaponry:warhammer_silver, item.spartanweaponry:warhammer_silver.name
spartanweaponry:spear_silver, item.spartanweaponry:spear_silver.name
spartanweaponry:halberd_silver, item.spartanweaponry:halberd_silver.name
spartanweaponry:pike_silver, item.spartanweaponry:pike_silver.name
spartanweaponry:lance_silver, item.spartanweaponry:lance_silver.name
spartanweaponry:longbow_silver, item.spartanweaponry:longbow_silver.name
spartanweaponry:crossbow_silver, item.spartanweaponry:spartanweaponry:crossbow_silver.name
spartanweaponry:throwing_knife_silver, item.spartanweaponry:throwing_knife_silver.name
spartanweaponry:throwing_axe_silver, item.spartanweaponry:throwing_axe_silver.name
spartanweaponry:javelin_silver, item.spartanweaponry:javelin_silver.name
spartanweaponry:boomerang_silver, item.spartanweaponry:boomerang_silver.name
spartanweaponry:battleaxe_silver, item.spartanweaponry:battleaxe_silver.name
spartanweaponry:mace_silver, item.spartanweaponry:mace_silver.name
spartanweaponry:glaive_silver, item.spartanweaponry:glaive_silver.name
spartanweaponry:staff_silver, item.spartanweaponry:staff_silver.name
spartanweaponry:dagger_invar, item.spartanweaponry:dagger_invar.name
spartanweaponry:longsword_invar, item.spartanweaponry:longsword_invar.name
spartanweaponry:katana_invar, item.spartanweaponry:katana_invar.name
spartanweaponry:saber_invar, item.spartanweaponry:saber_invar.name
spartanweaponry:rapier_invar, item.spartanweaponry:rapier_invar.name
spartanweaponry:greatsword_invar, item.spartanweaponry:greatsword_invar.name
spartanweaponry:hammer_invar, item.spartanweaponry:hammer_invar.name
spartanweaponry:warhammer_invar, item.spartanweaponry:warhammer_invar.name
spartanweaponry:spear_invar, item.spartanweaponry:spear_invar.name
spartanweaponry:halberd_invar, item.spartanweaponry:halberd_invar.name
spartanweaponry:pike_invar, item.spartanweaponry:pike_invar.name
spartanweaponry:lance_invar, item.spartanweaponry:lance_invar.name
spartanweaponry:longbow_invar, item.spartanweaponry:longbow_invar.name
spartanweaponry:crossbow_invar, item.spartanweaponry:spartanweaponry:crossbow_invar.name
spartanweaponry:throwing_knife_invar, item.spartanweaponry:throwing_knife_invar.name
spartanweaponry:throwing_axe_invar, item.spartanweaponry:throwing_axe_invar.name
spartanweaponry:javelin_invar, item.spartanweaponry:javelin_invar.name
spartanweaponry:boomerang_invar, item.spartanweaponry:boomerang_invar.name
spartanweaponry:battleaxe_invar, item.spartanweaponry:battleaxe_invar.name
spartanweaponry:mace_invar, item.spartanweaponry:mace_invar.name
spartanweaponry:glaive_invar, item.spartanweaponry:glaive_invar.name
spartanweaponry:staff_invar, item.spartanweaponry:staff_invar.name
spartanweaponry:dagger_platinum, item.spartanweaponry:dagger_platinum.name
spartanweaponry:longsword_platinum, item.spartanweaponry:longsword_platinum.name
spartanweaponry:katana_platinum, item.spartanweaponry:katana_platinum.name
spartanweaponry:saber_platinum, item.spartanweaponry:saber_platinum.name
spartanweaponry:rapier_platinum, item.spartanweaponry:rapier_platinum.name
spartanweaponry:greatsword_platinum, item.spartanweaponry:greatsword_platinum.name
spartanweaponry:hammer_platinum, item.spartanweaponry:hammer_platinum.name
spartanweaponry:warhammer_platinum, item.spartanweaponry:warhammer_platinum.name
spartanweaponry:spear_platinum, item.spartanweaponry:spear_platinum.name
spartanweaponry:halberd_platinum, item.spartanweaponry:halberd_platinum.name
spartanweaponry:pike_platinum, item.spartanweaponry:pike_platinum.name
spartanweaponry:lance_platinum, item.spartanweaponry:lance_platinum.name
spartanweaponry:longbow_platinum, item.spartanweaponry:longbow_platinum.name
spartanweaponry:crossbow_platinum, item.spartanweaponry:spartanweaponry:crossbow_platinum.name
spartanweaponry:throwing_knife_platinum, item.spartanweaponry:throwing_knife_platinum.name
spartanweaponry:throwing_axe_platinum, item.spartanweaponry:throwing_axe_platinum.name
spartanweaponry:javelin_platinum, item.spartanweaponry:javelin_platinum.name
spartanweaponry:boomerang_platinum, item.spartanweaponry:boomerang_platinum.name
spartanweaponry:battleaxe_platinum, item.spartanweaponry:battleaxe_platinum.name
spartanweaponry:mace_platinum, item.spartanweaponry:mace_platinum.name
spartanweaponry:glaive_platinum, item.spartanweaponry:glaive_platinum.name
spartanweaponry:staff_platinum, item.spartanweaponry:staff_platinum.name
spartanweaponry:dagger_electrum, item.spartanweaponry:dagger_electrum.name
spartanweaponry:longsword_electrum, item.spartanweaponry:longsword_electrum.name
spartanweaponry:katana_electrum, item.spartanweaponry:katana_electrum.name
spartanweaponry:saber_electrum, item.spartanweaponry:saber_electrum.name
spartanweaponry:rapier_electrum, item.spartanweaponry:rapier_electrum.name
spartanweaponry:greatsword_electrum, item.spartanweaponry:greatsword_electrum.name
spartanweaponry:hammer_electrum, item.spartanweaponry:hammer_electrum.name
spartanweaponry:warhammer_electrum, item.spartanweaponry:warhammer_electrum.name
spartanweaponry:spear_electrum, item.spartanweaponry:spear_electrum.name
spartanweaponry:halberd_electrum, item.spartanweaponry:halberd_electrum.name
spartanweaponry:pike_electrum, item.spartanweaponry:pike_electrum.name
spartanweaponry:lance_electrum, item.spartanweaponry:lance_electrum.name
spartanweaponry:longbow_electrum, item.spartanweaponry:longbow_electrum.name
spartanweaponry:crossbow_electrum, item.spartanweaponry:spartanweaponry:crossbow_electrum.name
spartanweaponry:throwing_knife_electrum, item.spartanweaponry:throwing_knife_electrum.name
spartanweaponry:throwing_axe_electrum, item.spartanweaponry:throwing_axe_electrum.name
spartanweaponry:javelin_electrum, item.spartanweaponry:javelin_electrum.name
spartanweaponry:boomerang_electrum, item.spartanweaponry:boomerang_electrum.name
spartanweaponry:battleaxe_electrum, item.spartanweaponry:battleaxe_electrum.name
spartanweaponry:mace_electrum, item.spartanweaponry:mace_electrum.name
spartanweaponry:glaive_electrum, item.spartanweaponry:glaive_electrum.name
spartanweaponry:staff_electrum, item.spartanweaponry:staff_electrum.name
spartanweaponry:dagger_nickel, item.spartanweaponry:dagger_nickel.name
spartanweaponry:longsword_nickel, item.spartanweaponry:longsword_nickel.name
spartanweaponry:katana_nickel, item.spartanweaponry:katana_nickel.name
spartanweaponry:saber_nickel, item.spartanweaponry:saber_nickel.name
spartanweaponry:rapier_nickel, item.spartanweaponry:rapier_nickel.name
spartanweaponry:greatsword_nickel, item.spartanweaponry:greatsword_nickel.name
spartanweaponry:hammer_nickel, item.spartanweaponry:hammer_nickel.name
spartanweaponry:warhammer_nickel, item.spartanweaponry:warhammer_nickel.name
spartanweaponry:spear_nickel, item.spartanweaponry:spear_nickel.name
spartanweaponry:halberd_nickel, item.spartanweaponry:halberd_nickel.name
spartanweaponry:pike_nickel, item.spartanweaponry:pike_nickel.name
spartanweaponry:lance_nickel, item.spartanweaponry:lance_nickel.name
spartanweaponry:longbow_nickel, item.spartanweaponry:longbow_nickel.name
spartanweaponry:crossbow_nickel, item.spartanweaponry:spartanweaponry:crossbow_nickel.name
spartanweaponry:throwing_knife_nickel, item.spartanweaponry:throwing_knife_nickel.name
spartanweaponry:throwing_axe_nickel, item.spartanweaponry:throwing_axe_nickel.name
spartanweaponry:javelin_nickel, item.spartanweaponry:javelin_nickel.name
spartanweaponry:boomerang_nickel, item.spartanweaponry:boomerang_nickel.name
spartanweaponry:battleaxe_nickel, item.spartanweaponry:battleaxe_nickel.name
spartanweaponry:mace_nickel, item.spartanweaponry:mace_nickel.name
spartanweaponry:glaive_nickel, item.spartanweaponry:glaive_nickel.name
spartanweaponry:staff_nickel, item.spartanweaponry:staff_nickel.name
spartanweaponry:dagger_lead, item.spartanweaponry:dagger_lead.name
spartanweaponry:longsword_lead, item.spartanweaponry:longsword_lead.name
spartanweaponry:katana_lead, item.spartanweaponry:katana_lead.name
spartanweaponry:saber_lead, item.spartanweaponry:saber_lead.name
spartanweaponry:rapier_lead, item.spartanweaponry:rapier_lead.name
spartanweaponry:greatsword_lead, item.spartanweaponry:greatsword_lead.name
spartanweaponry:hammer_lead, item.spartanweaponry:hammer_lead.name
spartanweaponry:warhammer_lead, item.spartanweaponry:warhammer_lead.name
spartanweaponry:spear_lead, item.spartanweaponry:spear_lead.name
spartanweaponry:halberd_lead, item.spartanweaponry:halberd_lead.name
spartanweaponry:pike_lead, item.spartanweaponry:pike_lead.name
spartanweaponry:lance_lead, item.spartanweaponry:lance_lead.name
spartanweaponry:longbow_lead, item.spartanweaponry:longbow_lead.name
spartanweaponry:crossbow_lead, item.spartanweaponry:spartanweaponry:crossbow_lead.name
spartanweaponry:throwing_knife_lead, item.spartanweaponry:throwing_knife_lead.name
spartanweaponry:throwing_axe_lead, item.spartanweaponry:throwing_axe_lead.name
spartanweaponry:javelin_lead, item.spartanweaponry:javelin_lead.name
spartanweaponry:boomerang_lead, item.spartanweaponry:boomerang_lead.name
spartanweaponry:battleaxe_lead, item.spartanweaponry:battleaxe_lead.name
spartanweaponry:mace_lead, item.spartanweaponry:mace_lead.name
spartanweaponry:glaive_lead, item.spartanweaponry:glaive_lead.name
spartanweaponry:staff_lead, item.spartanweaponry:staff_lead.name
spartanfire:katana_dragonbone, item.spartanfire:katana_dragonbone.name
spartanfire:greatsword_dragonbone, item.spartanfire:greatsword_dragonbone.name
spartanfire:longsword_dragonbone, item.spartanfire:longsword_dragonbone.name
spartanfire:saber_dragonbone, item.spartanfire:saber_dragonbone.name
spartanfire:rapier_dragonbone, item.spartanfire:rapier_dragonbone.name
spartanfire:dagger_dragonbone, item.spartanfire:dagger_dragonbone.name
spartanfire:spear_dragonbone, item.spartanfire:spear_dragonbone.name
spartanfire:pike_dragonbone, item.spartanfire:pike_dragonbone.name
spartanfire:lance_dragonbone, item.spartanfire:lance_dragonbone.name
spartanfire:halberd_dragonbone, item.spartanfire:halberd_dragonbone.name
spartanfire:warhammer_dragonbone, item.spartanfire:warhammer_dragonbone.name
spartanfire:hammer_dragonbone, item.spartanfire:hammer_dragonbone.name
spartanfire:throwing_axe_dragonbone, item.spartanfire:throwing_axe_dragonbone.name
spartanfire:throwing_knife_dragonbone, item.spartanfire:throwing_knife_dragonbone.name
spartanfire:longbow_dragonbone, item.spartanfire:longbow_dragonbone.name
spartanfire:crossbow_dragonbone, item.spartanfire:spartanweaponry:crossbow_dragonbone.name
spartanfire:javelin_dragonbone, item.spartanfire:javelin_dragonbone.name
spartanfire:battleaxe_dragonbone, item.spartanfire:battleaxe_dragonbone.name
spartanfire:boomerang_dragonbone, item.spartanfire:boomerang_dragonbone.name
spartanfire:mace_dragonbone, item.spartanfire:mace_dragonbone.name
spartanfire:staff_dragonbone, item.spartanfire:staff_dragonbone.name
spartanfire:glaive_dragonbone, item.spartanfire:glaive_dragonbone.name
spartanfire:katana_fire_dragonbone, item.spartanfire:katana_fire_dragonbone.name
spartanfire:greatsword_fire_dragonbone, item.spartanfire:greatsword_fire_dragonbone.name
spartanfire:longsword_fire_dragonbone, item.spartanfire:longsword_fire_dragonbone.name
spartanfire:saber_fire_dragonbone, item.spartanfire:saber_fire_dragonbone.name
spartanfire:rapier_fire_dragonbone, item.spartanfire:rapier_fire_dragonbone.name
spartanfire:dagger_fire_dragonbone, item.spartanfire:dagger_fire_dragonbone.name
spartanfire:spear_fire_dragonbone, item.spartanfire:spear_fire_dragonbone.name
spartanfire:pike_fire_dragonbone, item.spartanfire:pike_fire_dragonbone.name
spartanfire:lance_fire_dragonbone, item.spartanfire:lance_fire_dragonbone.name
spartanfire:halberd_fire_dragonbone, item.spartanfire:halberd_fire_dragonbone.name
spartanfire:warhammer_fire_dragonbone, item.spartanfire:warhammer_fire_dragonbone.name
spartanfire:hammer_fire_dragonbone, item.spartanfire:hammer_fire_dragonbone.name
spartanfire:throwing_axe_fire_dragonbone, item.spartanfire:throwing_axe_fire_dragonbone.name
spartanfire:throwing_knife_fire_dragonbone, item.spartanfire:throwing_knife_fire_dragonbone.name
spartanfire:longbow_fire_dragonbone, item.spartanfire:longbow_fire_dragonbone.name
spartanfire:crossbow_fire_dragonbone, item.spartanfire:spartanweaponry:crossbow_fire_dragonbone.name
spartanfire:javelin_fire_dragonbone, item.spartanfire:javelin_fire_dragonbone.name
spartanfire:battleaxe_fire_dragonbone, item.spartanfire:battleaxe_fire_dragonbone.name
spartanfire:boomerang_fire_dragonbone, item.spartanfire:boomerang_fire_dragonbone.name
spartanfire:mace_fire_dragonbone, item.spartanfire:mace_fire_dragonbone.name
spartanfire:staff_fire_dragonbone, item.spartanfire:staff_fire_dragonbone.name
spartanfire:glaive_fire_dragonbone, item.spartanfire:glaive_fire_dragonbone.name
spartanfire:katana_ice_dragonbone, item.spartanfire:katana_ice_dragonbone.name
spartanfire:greatsword_ice_dragonbone, item.spartanfire:greatsword_ice_dragonbone.name
spartanfire:longsword_ice_dragonbone, item.spartanfire:longsword_ice_dragonbone.name
spartanfire:saber_ice_dragonbone, item.spartanfire:saber_ice_dragonbone.name
spartanfire:rapier_ice_dragonbone, item.spartanfire:rapier_ice_dragonbone.name
spartanfire:dagger_ice_dragonbone, item.spartanfire:dagger_ice_dragonbone.name
spartanfire:spear_ice_dragonbone, item.spartanfire:spear_ice_dragonbone.name
spartanfire:pike_ice_dragonbone, item.spartanfire:pike_ice_dragonbone.name
spartanfire:lance_ice_dragonbone, item.spartanfire:lance_ice_dragonbone.name
spartanfire:halberd_ice_dragonbone, item.spartanfire:halberd_ice_dragonbone.name
spartanfire:warhammer_ice_dragonbone, item.spartanfire:warhammer_ice_dragonbone.name
spartanfire:hammer_ice_dragonbone, item.spartanfire:hammer_ice_dragonbone.name
spartanfire:throwing_axe_ice_dragonbone, item.spartanfire:throwing_axe_ice_dragonbone.name
spartanfire:throwing_knife_ice_dragonbone, item.spartanfire:throwing_knife_ice_dragonbone.name
spartanfire:longbow_ice_dragonbone, item.spartanfire:longbow_ice_dragonbone.name
spartanfire:crossbow_ice_dragonbone, item.spartanfire:spartanweaponry:crossbow_ice_dragonbone.name
spartanfire:javelin_ice_dragonbone, item.spartanfire:javelin_ice_dragonbone.name
spartanfire:battleaxe_ice_dragonbone, item.spartanfire:battleaxe_ice_dragonbone.name
spartanfire:boomerang_ice_dragonbone, item.spartanfire:boomerang_ice_dragonbone.name
spartanfire:mace_ice_dragonbone, item.spartanfire:mace_ice_dragonbone.name
spartanfire:staff_ice_dragonbone, item.spartanfire:staff_ice_dragonbone.name
spartanfire:glaive_ice_dragonbone, item.spartanfire:glaive_ice_dragonbone.name
spartanfire:katana_jungle, item.spartanfire:katana_jungle.name
spartanfire:greatsword_jungle, item.spartanfire:greatsword_jungle.name
spartanfire:longsword_jungle, item.spartanfire:longsword_jungle.name
spartanfire:saber_jungle, item.spartanfire:saber_jungle.name
spartanfire:rapier_jungle, item.spartanfire:rapier_jungle.name
spartanfire:dagger_jungle, item.spartanfire:dagger_jungle.name
spartanfire:spear_jungle, item.spartanfire:spear_jungle.name
spartanfire:pike_jungle, item.spartanfire:pike_jungle.name
spartanfire:lance_jungle, item.spartanfire:lance_jungle.name
spartanfire:halberd_jungle, item.spartanfire:halberd_jungle.name
spartanfire:warhammer_jungle, item.spartanfire:warhammer_jungle.name
spartanfire:hammer_jungle, item.spartanfire:hammer_jungle.name
spartanfire:throwing_axe_jungle, item.spartanfire:throwing_axe_jungle.name
spartanfire:throwing_knife_jungle, item.spartanfire:throwing_knife_jungle.name
spartanfire:longbow_jungle, item.spartanfire:longbow_jungle.name
spartanfire:crossbow_jungle, item.spartanfire:spartanweaponry:crossbow_jungle.name
spartanfire:javelin_jungle, item.spartanfire:javelin_jungle.name
spartanfire:battleaxe_jungle, item.spartanfire:battleaxe_jungle.name
spartanfire:boomerang_jungle, item.spartanfire:boomerang_jungle.name
spartanfire:mace_jungle, item.spartanfire:mace_jungle.name
spartanfire:staff_jungle, item.spartanfire:staff_jungle.name
spartanfire:glaive_jungle, item.spartanfire:glaive_jungle.name
spartanfire:katana_desert, item.spartanfire:katana_desert.name
spartanfire:greatsword_desert, item.spartanfire:greatsword_desert.name
spartanfire:longsword_desert, item.spartanfire:longsword_desert.name
spartanfire:saber_desert, item.spartanfire:saber_desert.name
spartanfire:rapier_desert, item.spartanfire:rapier_desert.name
spartanfire:dagger_desert, item.spartanfire:dagger_desert.name
spartanfire:spear_desert, item.spartanfire:spear_desert.name
spartanfire:pike_desert, item.spartanfire:pike_desert.name
spartanfire:lance_desert, item.spartanfire:lance_desert.name
spartanfire:halberd_desert, item.spartanfire:halberd_desert.name
spartanfire:warhammer_desert, item.spartanfire:warhammer_desert.name
spartanfire:hammer_desert, item.spartanfire:hammer_desert.name
spartanfire:throwing_axe_desert, item.spartanfire:throwing_axe_desert.name
spartanfire:throwing_knife_desert, item.spartanfire:throwing_knife_desert.name
spartanfire:longbow_desert, item.spartanfire:longbow_desert.name
spartanfire:crossbow_desert, item.spartanfire:spartanweaponry:crossbow_desert.name
spartanfire:javelin_desert, item.spartanfire:javelin_desert.name
spartanfire:battleaxe_desert, item.spartanfire:battleaxe_desert.name
spartanfire:boomerang_desert, item.spartanfire:boomerang_desert.name
spartanfire:mace_desert, item.spartanfire:mace_desert.name
spartanfire:staff_desert, item.spartanfire:staff_desert.name
spartanfire:glaive_desert, item.spartanfire:glaive_desert.name
spartanfire:katana_jungle_venom, item.spartanfire:katana_jungle_venom.name
spartanfire:greatsword_jungle_venom, item.spartanfire:greatsword_jungle_venom.name
spartanfire:longsword_jungle_venom, item.spartanfire:longsword_jungle_venom.name
spartanfire:saber_jungle_venom, item.spartanfire:saber_jungle_venom.name
spartanfire:rapier_jungle_venom, item.spartanfire:rapier_jungle_venom.name
spartanfire:dagger_jungle_venom, item.spartanfire:dagger_jungle_venom.name
spartanfire:spear_jungle_venom, item.spartanfire:spear_jungle_venom.name
spartanfire:pike_jungle_venom, item.spartanfire:pike_jungle_venom.name
spartanfire:lance_jungle_venom, item.spartanfire:lance_jungle_venom.name
spartanfire:halberd_jungle_venom, item.spartanfire:halberd_jungle_venom.name
spartanfire:warhammer_jungle_venom, item.spartanfire:warhammer_jungle_venom.name
spartanfire:hammer_jungle_venom, item.spartanfire:hammer_jungle_venom.name
spartanfire:throwing_axe_jungle_venom, item.spartanfire:throwing_axe_jungle_venom.name
spartanfire:throwing_knife_jungle_venom, item.spartanfire:throwing_knife_jungle_venom.name
spartanfire:longbow_jungle_venom, item.spartanfire:longbow_jungle_venom.name
spartanfire:crossbow_jungle_venom, item.spartanfire:spartanweaponry:crossbow_jungle_venom.name
spartanfire:javelin_jungle_venom, item.spartanfire:javelin_jungle_venom.name
spartanfire:battleaxe_jungle_venom, item.spartanfire:battleaxe_jungle_venom.name
spartanfire:boomerang_jungle_venom, item.spartanfire:boomerang_jungle_venom.name
spartanfire:mace_jungle_venom, item.spartanfire:mace_jungle_venom.name
spartanfire:staff_jungle_venom, item.spartanfire:staff_jungle_venom.name
spartanfire:glaive_jungle_venom, item.spartanfire:glaive_jungle_venom.name
spartanfire:katana_desert_venom, item.spartanfire:katana_desert_venom.name
spartanfire:greatsword_desert_venom, item.spartanfire:greatsword_desert_venom.name
spartanfire:longsword_desert_venom, item.spartanfire:longsword_desert_venom.name
spartanfire:saber_desert_venom, item.spartanfire:saber_desert_venom.name
spartanfire:rapier_desert_venom, item.spartanfire:rapier_desert_venom.name
spartanfire:dagger_desert_venom, item.spartanfire:dagger_desert_venom.name
spartanfire:spear_desert_venom, item.spartanfire:spear_desert_venom.name
spartanfire:pike_desert_venom, item.spartanfire:pike_desert_venom.name
spartanfire:lance_desert_venom, item.spartanfire:lance_desert_venom.name
spartanfire:halberd_desert_venom, item.spartanfire:halberd_desert_venom.name
spartanfire:warhammer_desert_venom, item.spartanfire:warhammer_desert_venom.name
spartanfire:hammer_desert_venom, item.spartanfire:hammer_desert_venom.name
spartanfire:throwing_axe_desert_venom, item.spartanfire:throwing_axe_desert_venom.name
spartanfire:throwing_knife_desert_venom, item.spartanfire:throwing_knife_desert_venom.name
spartanfire:longbow_desert_venom, item.spartanfire:longbow_desert_venom.name
spartanfire:crossbow_desert_venom, item.spartanfire:spartanweaponry:crossbow_desert_venom.name
spartanfire:javelin_desert_venom, item.spartanfire:javelin_desert_venom.name
spartanfire:battleaxe_desert_venom, item.spartanfire:battleaxe_desert_venom.name
spartanfire:boomerang_desert_venom, item.spartanfire:boomerang_desert_venom.name
spartanfire:mace_desert_venom, item.spartanfire:mace_desert_venom.name
spartanfire:staff_desert_venom, item.spartanfire:staff_desert_venom.name
spartanfire:glaive_desert_venom, item.spartanfire:glaive_desert_venom.name
spartanfire:witherbone_handle, Witherbone Handle
spartanfire:witherbone_pole, Witherbone Pole
spartanshields:shield_basic_wood, Crude Wooden Shield
spartanshields:shield_basic_stone, Stone Braced Shield
spartanshields:shield_basic_iron, Iron Plated Shield
spartanshields:shield_basic_gold, Gold Gilded Shield
spartanshields:shield_basic_diamond, Diamond Reinforced Shield
spartanshields:shield_basic_obsidian, Bulky Obsidian Shield
spartanshields:shield_tower_wood, Wooden Tower Shield
spartanshields:shield_tower_stone, Stone Tower Shield
spartanshields:shield_tower_iron, Iron Tower Shield
spartanshields:shield_tower_gold, Gold Tower Shield
spartanshields:shield_tower_diamond, Diamond Tower Shield
spartanshields:shield_tower_obsidian, Obsidian Tower Shield
spartanshields:shield_basic_bronze, Bronze Plated Shield
spartanshields:shield_tower_bronze, Bronze Tower Shield
spartanshields:shield_basic_steel, Steel Plated Shield
spartanshields:shield_tower_steel, Steel Tower Shield
spartanshields:shield_basic_copper, Copper Braced Shield
spartanshields:shield_tower_copper, Copper Tower Shield
spartanshields:shield_basic_tin, Tin Braced Shield
spartanshields:shield_tower_tin, Tin Tower Shield
spartanshields:shield_basic_silver, Silver Gilded Shield
spartanshields:shield_tower_silver, Silver Tower Shield
spartanshields:shield_basic_enderium, Enderium Strengthened Shield
spartanshields:shield_basic_invar, Invar Plated Shield
spartanshields:shield_tower_invar, Invar Tower Shield
spartanshields:shield_basic_platinum, Platinum Plated Shield
spartanshields:shield_tower_platinum, Platinum Tower Shield
spartanshields:shield_basic_electrum, Electrum Plated Shield
spartanshields:shield_tower_electrum, Electrum Tower Shield
spartanshields:shield_basic_nickel, Nickel Braced Shield
spartanshields:shield_tower_nickel, Nickel Tower Shield
spartanshields:shield_basic_lead, Lead Plated Shield
spartanshields:shield_tower_lead, Lead Tower Shield
spartanshields:shield_basic_signalum, Signalum Strengthened Shield
spartanshields:shield_basic_lumium, Radiant Lumium Shield
spartanshields:shield_botania_manasteel, Manasteel Plated Shield
spartanshields:shield_botania_terrasteel, Terrasteel Strengthened Shield
spartanshields:shield_botania_elementium, Elementium Plated Shield
spartanshields:shield_basic_constantan, Constantan Plated Shield
spartanshields:shield_tower_constantan, Constantan Tower Shield
spartanshields:shield_abyssalcraft_darkstone, Darkstone Braced Shield
spartanshields:shield_abyssalcraft_abyssalnite, Abyssalnite Plated Shield
spartanshields:shield_abyssalcraft_coralium, Coralium Plated Shield
spartanshields:shield_abyssalcraft_dreadium, Dreadium Reinforced Shield
spartanshields:shield_abyssalcraft_ethaxium, Ethaxium Strengthened Shield
spartanshields:shield_basic_soulforged_steel, Soulforged Steel Plated Shield
spartanshields:shield_tc_thaumium, Thaumium Plated Shield
spartanshields:shield_tc_void, Void Plated Shield
spartanshields:shield_riot_enderio, Dark Steel Riot Shield
spartanshields:shield_riot_rftools, Infused Riot Shield
spartanshields:shield_flux_ra, Flux-Infused Shield
srparasites:parasiterubble_slabhalf:0, Fortified Bone Slab
srparasites:infestedstain, Infested Dirt
srparasites:infestremain, Infested Residue
srparasites:infestedtrunk, Infested Log
srparasites:infestedrubble, Infested Stone
srparasites:infestedbush:0, Infested Vein Thorns
srparasites:infestedbush:1, Infested Vein Branches
srparasites:infestedbush:2, Infested Vein Sprout
srparasites:infestedbush:3, Infested Veins Bush
